TK,ΠΕΡΙΟΧΗ,ΧΩΡΑ,ΠΟΛΗ,ΝΟΜΟΣ
84001,ΙΟΣ,ΕΛΛΑΣ,ΚΑΜΠΟΣ,ΚΥΚΛΑΔΕΣ
84001,ΙΟΣ,ΕΛΛΑΣ,ΜΑΓΓΑΝΑΡΙ,ΚΥΚΛΑΔΕΣ
44008,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΙΩΑΝΝΙΝΑ
44016,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΑΡΙΣΤΗ,ΙΩΑΝΝΙΝΑ
44007,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΑΣΠΡΑΓΓΕΛΟΙ,ΙΩΑΝΝΙΝΑ
44012,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΒΗΣΣΑΝΗ,ΙΩΑΝΝΙΝΑ
44017,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΒΡΟΣΙΝΑ,ΙΩΑΝΝΙΝΑ
44014,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΓΡΕΒΕΝΙΤΙΟ,ΙΩΑΝΝΙΝΑ
44002,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΔΕΛΒΙΝΑΚΙ,ΙΩΑΝΝΙΝΑ
44009,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΔΕΡΒΙΖΙΑΝΑ,ΙΩΑΝΝΙΝΑ
44004,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΔΟΛΙΑΝΑ,ΙΩΑΝΝΙΝΑ
44003,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΖΙΤΣΑ,ΙΩΑΝΝΙΝΑ
45221,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45232,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45332,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45333,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45442,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45444,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45445,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
45500,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΙΩΑΝΝΙΝΑ,ΙΩΑΝΝΙΝΑ
44013,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΚΑΛΕΝΤΖΙ,ΙΩΑΝΝΙΝΑ
44006,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΚΕΦΑΛΟΒΡΥΣΟ,ΙΩΑΝΝΙΝΑ
44018,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΚΗΠΟΙ,ΙΩΑΝΝΙΝΑ
44100,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΚΟΝΙΤΣΑ,ΙΩΑΝΝΙΝΑ
44200,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΜΕΤΣΟΒΟ,ΙΩΑΝΝΙΝΑ
44020,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΜΟΛΙΣΤΑ,ΙΩΑΝΝΙΝΑ
44019,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΠΑΛΑΙΟΣΕΛΙ,ΙΩΑΝΝΙΝΑ
44001,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΠΡΑΜΑΝΤΑ,ΙΩΑΝΝΙΝΑ
44015,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΠΥΡΣΟΓΙΑΝΝΗ,ΙΩΑΝΝΙΝΑ
44005,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΠΩΓΩΝΙΑΝΗ,ΙΩΑΝΝΙΝΑ
44010,ΙΩΑΝΝΙΝΩΝ,ΕΛΛΑΣ,ΤΣΕΠΕΛΟΒΟ,ΙΩΑΝΝΙΝΑ
57008,ΙΩΝΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
64012,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΑΜΥΓΔΑΛΕΩΝΑΣ,ΚΑΒΑΛΑ
64100,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΕΛΕΥΘΕΡΟΥΠΟΛΗ,ΚΑΒΑΛΑ
65201,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΑΒΑΛΑ,ΚΑΒΑΛΑ
65302,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΑΒΑΛΑ,ΚΑΒΑΛΑ
65403,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΑΒΑΛΑ,ΚΑΒΑΛΑ
65404,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΑΒΑΛΑ,ΚΑΒΑΛΑ
65500,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΑΒΑΛΑ,ΚΑΒΑΛΑ
64011,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΕΡΑΜΩΤΗ,ΚΑΒΑΛΑ
64009,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΕΧΡΟΚΑΜΠΟΣ,ΚΑΒΑΛΑ
64003,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΚΡΗΝΙΔΕΣ,ΚΑΒΑΛΑ
64008,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΜΟΥΣΘΕΝΗ,ΚΑΒΑΛΑ
64006,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,Ν. ΚΑΡΒΑΛΗ,ΚΑΒΑΛΑ
64007,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΝΕΑ ΠΕΡΑΜΟΣ,ΚΑΒΑΛΑ
64001,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΝΙΚΗΣΙΑΝΗ,ΚΑΒΑΛΑ
64010,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΠΡΙΝΟΣ,ΚΑΒΑΛΑ
64200,ΚΑΒΑΛΑΣ,ΕΛΛΑΣ,ΧΡΥΣΟΥΠΟΛΗ,ΚΑΒΑΛΑ
16121,ΚΑΙΣΑΡΙΑΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
16122,ΚΑΙΣΑΡΙΑΝΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
55131,ΚΑΛΑΜΑΡΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
55132,ΚΑΛΑΜΑΡΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
55133,ΚΑΛΑΜΑΡΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
55134,ΚΑΛΑΜΑΡΙΑ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
17671,ΚΑΛΛΙΘΕΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17672,ΚΑΛΛΙΘΕΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17673,ΚΑΛΛΙΘΕΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17674,ΚΑΛΛΙΘΕΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17675,ΚΑΛΛΙΘΕΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
17676,ΚΑΛΛΙΘΕΑ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18538,ΚΑΛΛΙΠΟΛΗ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
57009,ΚΑΛΟΧΩΡΙ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
19010,ΚΑΛΥΒΙΑ,ΕΛΛΑΣ,ΚΑΛΥΒΙΑ,ΑΤΤΙΚΗ
85200,ΚΑΛΥΜΝΟΣ,ΕΛΛΑΣ,ΕΜΠΟΡΙΟ,ΔΩΔΕΚΑΝΗΣΑ
85200,ΚΑΛΥΜΝΟΣ,ΕΛΛΑΣ,ΚΑΛΥΜΝΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85200,ΚΑΛΥΜΝΟΣ,ΕΛΛΑΣ,ΚΑΜΑΡΙ,ΔΩΔΕΚΑΝΗΣΑ
85200,ΚΑΛΥΜΝΟΣ,ΕΛΛΑΣ,ΠΑΝΟΡΜΟΣ,ΔΩΔΕΚΑΝΗΣΑ
13451,ΚΑΜΑΤΕΡΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
18540,ΚΑΜΙΝΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
18541,ΚΑΜΙΝΙΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
19014,ΚΑΠΑΝΔΡΙΤΙ,ΕΛΛΑΣ,ΚΑΠΑΝΔΡΙΤΙ,ΑΤΤΙΚΗ
43061,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΑΓΝΑΝΤΕΡΟ,ΚΑΡΔΙΤΣΑ
43065,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΑΝΘΗΡΟ,ΚΑΡΔΙΤΣΑ
43066,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΒΡΑΓΚΙΑΝΑ,ΚΑΡΔΙΤΣΑ
43100,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΚΑΡΔΙΤΣΑ,ΚΑΡΔΙΤΣΑ
43063,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΛΕΟΝΤΑΡΙ,ΚΑΡΔΙΤΣΑ
43067,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΜΕΣΕΝΙΚΟΛΑΣ,ΚΑΡΔΙΤΣΑ
43060,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΜΟΥΖΑΚΙ,ΚΑΡΔΙΤΣΑ
43200,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΠΑΛΑΜΑΣ,ΚΑΡΔΙΤΣΑ
43069,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΠΕΤΡΙΛΟ,ΚΑΡΔΙΤΣΑ
43070,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΠΡΟΑΣΤΙΟ,ΚΑΡΔΙΤΣΑ
43068,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΡΕΝΤΙΝΑ,ΚΑΡΔΙΤΣΑ
43300,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΣΟΦΑΔΕΣ,ΚΑΡΔΙΤΣΑ
43064,ΚΑΡΔΙΤΣΑΣ,ΕΛΛΑΣ,ΦΑΝΑΡΙ,ΚΑΡΔΙΤΣΑ
85700,ΚΑΡΠΑΘΟΣ,ΕΛΛΑΣ,ΚΑΡΠΑΘΟΣ,ΔΩΔΕΚΑΝΗΣΑ
85800,ΚΑΣΟΣ,ΕΛΛΑΣ,ΚΑΣΟΣ,ΔΩΔΕΚΑΝΗΣΑ
18533,ΚΑΣΤΕΛΛΑ,ΕΛΛΑΣ,ΠΕΙΡΑΙΑΣ,ΑΤΤΙΚΗ
85111,ΚΑΣΤΕΛΟΡΙΖΟ,ΕΛΛΑΣ,ΚΑΣΤΕΛΟΡΙΖΟ,ΔΩΔΕΚΑΝΗΣΑ
85111,ΚΑΣΤΕΛΟΡΙΖΟ,ΕΛΛΑΣ,ΜΕΓΙΣΤΗ,ΔΩΔΕΚΑΝΗΣΑ
52058,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΑΚΡΙΤΕΣ,ΚΑΣΤΟΡΙΑ
52200,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΑΡΓΟΣ ΟΡΕΣΤΙΚΟ,ΚΑΣΤΟΡΙΑ
52059,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΒΙΤΣΙ,ΚΑΣΤΟΡΙΑ
52053,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΒΟΓΑΤΣΙΚΟ,ΚΑΣΤΟΡΙΑ
52100,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΚΑΣΤΟΡΙΑ,ΚΑΣΤΟΡΙΑ
52054,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΚΛΕΙΣΟΥΡΑ,ΚΑΣΤΟΡΙΑ
52052,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΚΟΡΗΣΟΣ,ΚΑΣΤΟΡΙΑ
52055,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΜΑΚΡΟΧΩΡΙ,ΚΑΣΤΟΡΙΑ
52056,ΚΑΣΤΟΡΙΑΣ,ΕΛΛΑΣ,ΜΑΥΡΟΧΩΡΙ,ΚΑΣΤΟΡΙΑ
