TK,ΠΕΡΙΟΧΗ,ΧΩΡΑ,ΠΟΛΗ,ΝΟΜΟΣ
85110,ΧΑΛΚΗ,ΕΛΛΑΣ,ΧΑΛΚΗ,ΔΩΔΕΚΑΝΗΣΑ
63078,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΧΑΛΚΙΔΙΚΗ
63074,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΑΡΝΑΙΑ,ΧΑΛΚΙΔΙΚΗ
63084,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΒΑΒΔΟΣ,ΧΑΛΚΙΔΙΚΗ
63073,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΓΑΛΑΤΙΣΤΑ,ΧΑΛΚΙΔΙΚΗ
63087,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΔΑΦΝΗ ΑΓΙΟΥ ΟΡΟΥΣ,ΧΑΛΚΙΔΙΚΗ
63075,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΙΕΡΙΣΣΟΣ,ΧΑΛΚΙΔΙΚΗ
63086,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΚΑΡΥΕΣ ΑΓΙΟΥ ΟΡΟΥΣ,ΧΑΛΚΙΔΙΚΗ
63077,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΚΑΣΣΑΝΔΡΕΙΑ,ΧΑΛΚΙΔΙΚΗ
63076,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΜΕΓΑΛΗ ΠΑΝΑΓΙΑ,ΧΑΛΚΙΔΙΚΗ
63080,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΝΕΑ ΚΑΛΛΙΚΡΑΤΕΙΑ,ΧΑΛΚΙΔΙΚΗ
63200,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΝΕΑ ΜΟΥΔΑΝΙΑ,ΧΑΛΚΙΔΙΚΗ
63079,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΝΕΑ ΤΡΙΓΛΙΑ,ΧΑΛΚΙΔΙΚΗ
63081,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΝΕΟΣ ΜΑΡΜΑΡΑΣ,ΧΑΛΚΙΔΙΚΗ
63088,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΝΙΚΗΤΗ,ΧΑΛΚΙΔΙΚΗ
63071,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΟΡΜΥΛΙΑ,ΧΑΛΚΙΔΙΚΗ
63085,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΠΕΥΚΟΧΩΡΙ,ΧΑΛΚΙΔΙΚΗ
63100,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΠΟΛΥΓΥΡΟΣ,ΧΑΛΚΙΔΙΚΗ
63083,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΣΤΡΑΤΟΝΙΚΗ,ΧΑΛΚΙΔΙΚΗ
63082,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΣΤΡΑΤΩΝΙΟ,ΧΑΛΚΙΔΙΚΗ
63072,ΧΑΛΚΙΔΙΚΗΣ,ΕΛΛΑΣ,ΣΥΚΕΑ,ΧΑΛΚΙΔΙΚΗ
54248,ΧΑΡΙΛΑΟΥ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
54249,ΧΑΡΙΛΑΟΥ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
54250,ΧΑΡΙΛΑΟΥ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
82103,ΧΙΟΣ,ΕΛΛΑΣ,ΒΟΛΙΣΣΟΣ,ΧΙΟΣ
82200,ΧΙΟΣ,ΕΛΛΑΣ,ΒΡΟΝΤΑΔΟΣ,ΧΙΟΣ
82102,ΧΙΟΣ,ΕΛΛΑΣ,ΚΑΛΑΜΩΤΗ,ΧΙΟΣ
82300,ΧΙΟΣ,ΕΛΛΑΣ,ΚΑΡΔΑΜΥΛΑ,ΧΙΟΣ
82101,ΧΙΟΣ,ΕΛΛΑΣ,ΟΙΝΟΥΣΣΕΣ,ΧΙΟΣ
82100,ΧΙΟΣ,ΕΛΛΑΣ,ΧΙΟΣ,ΧΙΟΣ
82104,ΧΙΟΣ,ΕΛΛΑΣ,ΨΑΡΑ,ΧΙΟΣ
15561,ΧΟΛΑΡΓΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15562,ΧΟΛΑΡΓΟΣ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
10554,ΨΥΡΡΗ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
15452,ΨΥΧΙΚΟ,ΕΛΛΑΣ,ΑΘΗΝΑ,ΑΤΤΙΚΗ
56430,ΩΡΑΙΟΚΑΣΤΡΟ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
57013,ΩΡΑΙΟΚΑΣΤΡΟ,ΕΛΛΑΣ,ΘΕΣΣΑΛΟΝΙΚΗ,ΘΕΣΣΑΛΟΝΙΚΗ
5652,Αμμόχωστος,ΚΥΠΡΟΣ,Αγγαστίνα,Αμμόχωστος
5391,Αμμόχωστος,ΚΥΠΡΟΣ,Αγία Θέκλα,Αμμόχωστος
5330,Αμμόχωστος,ΚΥΠΡΟΣ,Αγία Νάπα,Αμμόχωστος
5870,Αμμόχωστος,ΚΥΠΡΟΣ,Αγία Τριάδα,Αμμόχωστος
5820,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Ανδρόνικος Για,Αμμόχωστος
5761,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Ανδρόνικος Τρι,Αμμόχωστος
5520,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Γεώργιος Αχερί,Αμμόχωστος
5720,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Γεώργιος Σπαθα,Αμμόχωστος
5721,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Ευστάθιος,Αμμόχωστος
5722,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Ηλίας,Αμμόχωστος
5723,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Θεόδωρος Καρπα,Αμμόχωστος
5871,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Θέρισσος,Αμμόχωστος
5762,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Ιάκωβος,Αμμόχωστος
5620,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Νικόλαος Λευκο,Αμμόχωστος
5621,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Σέργιος,Αμμόχωστος
5821,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Συμεών,Αμμόχωστος
5872,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Φίλων,Αμμόχωστος
5651,Αμμόχωστος,ΚΥΠΡΟΣ,Άγιος Χαρίτων,Αμμόχωστος
5750,Αμμόχωστος,ΚΥΠΡΟΣ,Ακανθού,Αμμόχωστος
5623,Αμμόχωστος,ΚΥΠΡΟΣ,Αλόα,Αμμόχωστος
5763,Αμμόχωστος,ΚΥΠΡΟΣ,Άρδανα,Αμμόχωστος
5724,Αμμόχωστος,ΚΥΠΡΟΣ,Αρναδί,Αμμόχωστος
5622,Αμμόχωστος,ΚΥΠΡΟΣ,Άρτεμι,Αμμόχωστος
5561,Αμμόχωστος,ΚΥΠΡΟΣ,Άσσια,Αμμόχωστος
5725,Αμμόχωστος,ΚΥΠΡΟΣ,Αυγολίδα,Αμμόχωστος
5510,Αμμόχωστος,ΚΥΠΡΟΣ,Αυγόρου,Αμμόχωστος
5560,Αμμόχωστος,ΚΥΠΡΟΣ,Αφάνεια,Αμμόχωστος
5521,Αμμόχωστος,ΚΥΠΡΟΣ,Αχερίτου,Αμμόχωστος
5500,Αμμόχωστος,ΚΥΠΡΟΣ,Άχνα,Αμμόχωστος
5822,Αμμόχωστος,ΚΥΠΡΟΣ,Βαθύλακας,Αμμόχωστος
5823,Αμμόχωστος,ΚΥΠΡΟΣ,Βασίλι,Αμμόχωστος
5562,Αμμόχωστος,ΚΥΠΡΟΣ,Βατυλή,Αμμόχωστος
5653,Αμμόχωστος,ΚΥΠΡΟΣ,Βιτσάδα,Αμμόχωστος
5726,Αμμόχωστος,ΚΥΠΡΟΣ,Βουκολίδα,Αμμόχωστος
5522,Αμμόχωστος,ΚΥΠΡΟΣ,Βρυσούλες,Αμμόχωστος
5624,Αμμόχωστος,ΚΥΠΡΟΣ,Γαϊδουράς (Νέα Σπάρτ,Αμμόχωστος
5825,Αμμόχωστος,ΚΥΠΡΟΣ,Γαλάτεια,Αμμόχωστος
5874,Αμμόχωστος,ΚΥΠΡΟΣ,Γαληνόπορνη,Αμμόχωστος
5727,Αμμόχωστος,ΚΥΠΡΟΣ,Γαστριά,Αμμόχωστος
5655,Αμμόχωστος,ΚΥΠΡΟΣ,Γέναγρα,Αμμόχωστος
5764,Αμμόχωστος,ΚΥΠΡΟΣ,Γεράνι,Αμμόχωστος
5800,Αμμόχωστος,ΚΥΠΡΟΣ,Γιαλούσα,Αμμόχωστος
5625,Αμμόχωστος,ΚΥΠΡΟΣ,Γούφες,Αμμόχωστος
5626,Αμμόχωστος,ΚΥΠΡΟΣ,Γύψου,Αμμόχωστος
5523,Αμμόχωστος,ΚΥΠΡΟΣ,Δασάκι 'Αχνας,Αμμόχωστος
5765,Αμμόχωστος,ΚΥΠΡΟΣ,Δαυλός,Αμμόχωστος
5380,Αμμόχωστος,ΚΥΠΡΟΣ,Δερύνεια,Αμμόχωστος
5370,Αμμόχωστος,ΚΥΠΡΟΣ,Δερύνεια Κάτω,Αμμόχωστος
5627,Αμμόχωστος,ΚΥΠΡΟΣ,Έγκωμη Αμμοχώστου,Αμμόχωστος
5824,Αμμόχωστος,ΚΥΠΡΟΣ,Επτακώμη,Αμμόχωστος
5563,Αμμόχωστος,ΚΥΠΡΟΣ,Καλοψίδα,Αμμόχωστος
5766,Αμμόχωστος,ΚΥΠΡΟΣ,Καντάρα,Αμμόχωστος
5656,Αμμόχωστος,ΚΥΠΡΟΣ,Κνώδαρα,Αμμόχωστος
5826,Αμμόχωστος,ΚΥΠΡΟΣ,Κοιλάνεμος,Αμμόχωστος
5564,Αμμόχωστος,ΚΥΠΡΟΣ,Κοντέα,Αμμόχωστος
5657,Αμμόχωστος,ΚΥΠΡΟΣ,Κορνόκηπος,Αμμόχωστος
5875,Αμμόχωστος,ΚΥΠΡΟΣ,Κορόβεια,Αμμόχωστος
5565,Αμμόχωστος,ΚΥΠΡΟΣ,Κούκλια,Αμμόχωστος
5767,Αμμόχωστος,ΚΥΠΡΟΣ,Κρίδεια,Αμμόχωστος
5827,Αμμόχωστος,ΚΥΠΡΟΣ,Κώμα του Γιαλού,Αμμόχωστος
5828,Αμμόχωστος,ΚΥΠΡΟΣ,Κώμη Κεπήρ,Αμμόχωστος
5728,Αμμόχωστος,ΚΥΠΡΟΣ,Λάπαθος,Αμμόχωστος
5729,Αμμόχωστος,ΚΥΠΡΟΣ,Λειβάδια Αμμοχώστου,Αμμόχωστος
5829,Αμμόχωστος,ΚΥΠΡΟΣ,Λεονάρισσο,Αμμόχωστος
5600,Αμμόχωστος,ΚΥΠΡΟΣ,Λευκόνοικο,Αμμόχωστος
5628,Αμμόχωστος,ΚΥΠΡΟΣ,Λιμνιά,Αμμόχωστος
5320,Αμμόχωστος,ΚΥΠΡΟΣ,Λιοπέτρι,Αμμόχωστος
5830,Αμμόχωστος,ΚΥΠΡΟΣ,Λυθράγκωμη,Αμμόχωστος
5540,Αμμόχωστος,ΚΥΠΡΟΣ,Λύση,Αμμόχωστος
5566,Αμμόχωστος,ΚΥΠΡΟΣ,Μακράσυκα,Αμμόχωστος
5768,Αμμόχωστος,ΚΥΠΡΟΣ,Μάνδρες Τρικώμου,Αμμόχωστος
5629,Αμμόχωστος,ΚΥΠΡΟΣ,Μαράθα,Αμμόχωστος
5650,Αμμόχωστος,ΚΥΠΡΟΣ,Μαραθόβουνος,Αμμόχωστος
5831,Αμμόχωστος,ΚΥΠΡΟΣ,Μελάναργα,Αμμόχωστος
5630,Αμμόχωστος,ΚΥΠΡΟΣ,Μελούντα,Αμμόχωστος
5631,Αμμόχωστος,ΚΥΠΡΟΣ,Μηλιά Αμμοχώστου,Αμμόχωστος
5730,Αμμόχωστος,ΚΥΠΡΟΣ,Μοναργά,Αμμόχωστος
5524,Αμμόχωστος,ΚΥΠΡΟΣ,Μονή Αγίου Κενδέα,Αμμόχωστος
5873,Αμμόχωστος,ΚΥΠΡΟΣ,Μονή Αποστόλου Ανδρέ,Αμμόχωστος
5632,Αμμόχωστος,ΚΥΠΡΟΣ,Μονή Αποστόλου Βαρνά,Αμμόχωστος
5877,Αμμόχωστος,ΚΥΠΡΟΣ,Μονή Παναγίας Ελεούσ,Αμμόχωστος
5658,Αμμόχωστος,ΚΥΠΡΟΣ,Μουσουλίτα,Αμμόχωστος
5731,Αμμόχωστος,ΚΥΠΡΟΣ,Μπογάζι,Αμμόχωστος
5832,Αμμόχωστος,ΚΥΠΡΟΣ,Νέτα,Αμμόχωστος
5769,Αμμόχωστος,ΚΥΠΡΟΣ,Όβγορος,Αμμόχωστος
5280-5297,Αμμόχωστος,ΚΥΠΡΟΣ,Παραλίμνι,Αμμόχωστος
5732,Αμμόχωστος,ΚΥΠΡΟΣ,Πατρίκι,Αμμόχωστος
5733,Αμμόχωστος,ΚΥΠΡΟΣ,Περιβόλια του Τρικώμ,Αμμόχωστος
5633,Αμμόχωστος,ΚΥΠΡΟΣ,Περιστερώνα Αμμοχώστ,Αμμόχωστος
5634,Αμμόχωστος,ΚΥΠΡΟΣ,Πηγή,Αμμόχωστος
5770,Αμμόχωστος,ΚΥΠΡΟΣ,Πλατάνι,Αμμόχωστος
5833,Αμμόχωστος,ΚΥΠΡΟΣ,Πλατανισσός,Αμμόχωστος
5635,Αμμόχωστος,ΚΥΠΡΟΣ,Πραστειό Μεσαορίας,Αμμόχωστος
5659,Αμμόχωστος,ΚΥΠΡΟΣ,Πυργά Αμμοχώστου,Αμμόχωστος
5850,Αμμόχωστος,ΚΥΠΡΟΣ,Ριζοκάρπασο,Αμμόχωστος
5636,Αμμόχωστος,ΚΥΠΡΟΣ,Σαλαμίνα,Αμμόχωστος
5637,Αμμόχωστος,ΚΥΠΡΟΣ,Σανταλάρης,Αμμόχωστος
5567,Αμμόχωστος,ΚΥΠΡΟΣ,Σίντα,Αμμόχωστος
5734,Αμμόχωστος,ΚΥΠΡΟΣ,Σπαθαρικό,Αμμόχωστος
5876,Αμμόχωστος,ΚΥΠΡΟΣ,Σταθμός Κορόβειας,Αμμόχωστος
5525,Αμμόχωστος,ΚΥΠΡΟΣ,Στροβίλια,Αμμόχωστος
5568,Αμμόχωστος,ΚΥΠΡΟΣ,Στρογγυλός,Αμμόχωστος
5638,Αμμόχωστος,ΚΥΠΡΟΣ,Στύλλοι,Αμμόχωστος
5735,Αμμόχωστος,ΚΥΠΡΟΣ,Σύγκραση,Αμμόχωστος
5390,Αμμόχωστος,ΚΥΠΡΟΣ,Σωτήρα Αμμοχώστου,Αμμόχωστος
5834,Αμμόχωστος,ΚΥΠΡΟΣ,Ταύρου,Αμμόχωστος
5654,Αμμόχωστος,ΚΥΠΡΟΣ,Τζιάος,Αμμόχωστος
5700,Αμμόχωστος,ΚΥΠΡΟΣ,Τρίκωμο,Αμμόχωστος
5660,Αμμόχωστος,ΚΥΠΡΟΣ,Τρυπημένη,Αμμόχωστος
5771,Αμμόχωστος,ΚΥΠΡΟΣ,Φλαμούδι,Αμμόχωστος
5350,Αμμόχωστος,ΚΥΠΡΟΣ,Φρέναρος,Αμμόχωστος
5878,Αμμόχωστος,ΚΥΠΡΟΣ,Χελώνες,Αμμόχωστος
5661,Αμμόχωστος,ΚΥΠΡΟΣ,Ψυλλάτος,Αμμόχωστος
9610,Κερύνεια,ΚΥΠΡΟΣ,Αγία Ειρήνη Κερύνεια,Κερύνεια
9560,Κερύνεια,ΚΥΠΡΟΣ,Άγιος Αμβρόσιος Κερύ,Κερύνεια
9390,Κερύνεια,ΚΥΠΡΟΣ,Άγιος Γεώργιος Κερύν,Κερύνεια
9500,Κερύνεια,ΚΥΠΡΟΣ,Άγιος Επίκτητος,Κερύνεια
9611,Κερύνεια,ΚΥΠΡΟΣ,Άγιος Ερμόλαος,Κερύνεια
9612,Κερύνεια,ΚΥΠΡΟΣ,Αγριδάκι,Κερύνεια
9541,Κερύνεια,ΚΥΠΡΟΣ,Αγύρτα,Κερύνεια
9570,Κερύνεια,ΚΥΠΡΟΣ,Αρμενομονάστηρο,Κερύνεια
9613,Κερύνεια,ΚΥΠΡΟΣ,Ασώματος Κερύνειας,Κερύνεια
9630,Κερύνεια,ΚΥΠΡΟΣ,Βαβυλάς,Κερύνεια
9631,Κερύνεια,ΚΥΠΡΟΣ,Βασίλεια,Κερύνεια
9542,Κερύνεια,ΚΥΠΡΟΣ,Βουνό,Κερύνεια
9530,Κερύνεια,ΚΥΠΡΟΣ,Δίκωμο Κάτω,Κερύνεια
9540,Κερύνεια,ΚΥΠΡΟΣ,Δίκωμο Πάνω,Κερύνεια
9614,Κερύνεια,ΚΥΠΡΟΣ,Διόριος,Κερύνεια
9632,Κερύνεια,ΚΥΠΡΟΣ,Ελιά Καραβά,Κερύνεια
9510,Κερύνεια,ΚΥΠΡΟΣ,Θέρμεια,Κερύνεια
9511,Κερύνεια,ΚΥΠΡΟΣ,Καζάφανι,Κερύνεια
9571,Κερύνεια,ΚΥΠΡΟΣ,Καλογραία,Κερύνεια
9615,Κερύνεια,ΚΥΠΡΟΣ,Καμπυλή,Κερύνεια
9200,Κερύνεια,ΚΥΠΡΟΣ,Καραβάς,Κερύνεια
9512,Κερύνεια,ΚΥΠΡΟΣ,Καράκουμι,Κερύνεια
9513,Κερύνεια,ΚΥΠΡΟΣ,Κάρμι,Κερύνεια
9616,Κερύνεια,ΚΥΠΡΟΣ,Καρπάσεια,Κερύνεια
9543,Κερύνεια,ΚΥΠΡΟΣ,Κιομουρτζιού,Κερύνεια
9572,Κερύνεια,ΚΥΠΡΟΣ,Κλεπίνη,Κερύνεια
